Protein_ID,Source,Num_Pockets,Top_Score,Top_Probability,Center_X,Center_Y,Center_Z,Surf_Atoms
clean_7K2D,pdb,15,24.38,0.898,-17.634,28.545,-23.585,104.0
clean_6LX5,pdb,6,59.37,0.987,25.711,28.638,9.491,111.0
clean_3C0H,pdb,10,30.44,0.934,21.482,-19.772,-18.885,64.0
clean_7WVV,pdb,11,53.25,0.983,100.224,153.544,125.317,105.0
clean_5C47,pdb,4,11.83,0.627,-15.324,12.87,4.116,28.0
clean_4QSJ,pdb,8,32.6,0.944,-38.044,-35.867,23.878,40.0
clean_7PY2,pdb,2,2.63,0.076,99.205,122.019,205.986,33.0
clean_5WWW,pdb,1,1.23,0.011,46.334,1.98,5.163,19.0
clean_3MAX,pdb,6,19.42,0.839,89.641,45.886,-33.683,50.0
clean_8FYX,pdb,8,36.25,0.955,138.335,129.665,105.448,110.0
clean_5SKS,pdb,11,45.55,0.973,17.003,38.731,-14.236,81.0
clean_2BU6,pdb,5,10.21,0.549,58.072,59.359,77.097,40.0
clean_2VLR,pdb,22,14.69,0.731,26.275,78.29,80.507,57.0
clean_6K1S,pdb,12,22.6,0.882,-19.878,-95.717,-7.763,79.0
clean_6FZ2,pdb,12,37.23,0.957,16.117,7.796,63.051,86.0
clean_4AZR,pdb,3,33.23,0.946,-27.956,-16.02,11.116,58.0
clean_5IJ7,pdb,33,31.77,0.94,28.089,27.291,262.588,80.0
clean_6CMS,pdb,6,5.53,0.264,40.883,6.249,231.155,28.0
clean_7NDL,pdb,18,36.28,0.955,-3.717,41.847,-31.51,96.0
clean_7PGK,pdb,0,,,,,,
clean_5D7F,pdb,5,4.26,0.175,-18.119,0.729,42.267,18.0
clean_8W87,pdb,24,28.28,0.924,106.453,90.334,82.489,83.0
clean_1X40,pdb,0,,,,,,
clean_1YAH,pdb,33,25.57,0.907,38.642,-1.318,55.051,42.0
clean_2OX8,pdb,8,14.89,0.738,16.513,26.812,-1.163,49.0
clean_5R4S,pdb,3,8.45,0.451,34.73,-26.976,-27.888,53.0
clean_6MD1,pdb,10,48.77,0.978,36.918,35.396,39.011,118.0
clean_2I0H,pdb,8,17.05,0.794,20.449,13.331,30.658,59.0
clean_2RJ5,pdb,3,25.84,0.909,-11.876,-17.264,5.546,70.0
clean_7P3G,pdb,10,20.29,0.853,-22.096,48.937,21.429,66.0
clean_5J06,pdb,7,6.16,0.306,-7.091,-21.046,12.522,32.0
clean_1AOT,pdb,5,4.68,0.204,-30.523,10.522,18.956,24.0
clean_1KMS,pdb,2,41.36,0.966,13.104,28.568,33.338,105.0
clean_7CXF,pdb,2,36.47,0.956,21.017,21.595,3.046,75.0
clean_4MPX,pdb,7,4.14,0.167,-9.853,-21.515,16.893,28.0
clean_1E8Y,pdb,18,30.14,0.934,43.102,-1.748,20.85,95.0
clean_6CZ4,pdb,4,28.42,0.925,-6.886,12.269,-29.828,59.0
clean_2VRW,pdb,9,9.08,0.486,-0.629,-27.53,25.359,32.0
clean_4H1E,pdb,7,20.82,0.862,21.392,34.733,56.673,55.0
clean_3KKT,pdb,8,56.51,0.985,33.48,-11.498,-33.675,82.0
clean_7MJM,pdb,72,12.21,0.642,227.084,171.078,253.892,41.0
clean_6TRY,pdb,10,25.3,0.905,42.015,-6.258,13.679,95.0
clean_5SIO,pdb,13,40.47,0.964,56.455,-10.117,14.313,74.0
clean_4OKW,pdb,3,34.23,0.949,-0.478,-1.589,6.07,51.0
clean_1FCK,pdb,10,13.76,0.698,-34.637,22.227,5.92,52.0
clean_6NFL,pdb,3,2.39,0.064,-17.229,-22.095,-9.032,23.0
clean_4M6R,pdb,22,17.7,0.807,59.889,45.127,71.466,51.0
clean_4FK6,pdb,6,8.04,0.428,21.261,14.861,4.658,46.0
clean_3FJ9,pdb,5,7.39,0.387,16.552,33.769,53.567,40.0
clean_4PNT,pdb,18,32.04,0.941,18.91,20.461,17.51,71.0
clean_5Y1Z,pdb,11,18.93,0.832,28.374,25.437,45.935,82.0
clean_3CTT,pdb,17,25.25,0.905,1.914,-17.682,20.963,35.0
clean_7QRB,pdb,15,14.93,0.739,27.158,39.336,50.089,60.0
clean_3EW8,pdb,4,29.87,0.933,2.691,34.866,4.561,51.0
clean_3GM1,pdb,1,3.17,0.108,8.465,-14.3,-5.088,24.0
clean_8E7A,pdb,3,2.89,0.092,-41.079,27.874,-8.232,15.0
clean_5SG4,pdb,3,34.6,0.951,35.005,105.959,61.238,62.0
clean_7TD5,pdb,40,33.88,0.948,4.783,74.388,41.464,117.0
clean_7MJ9,pdb,8,24.38,0.898,86.519,-79.724,59.859,64.0
clean_2ATV,pdb,1,7.75,0.41,8.532,20.129,7.821,40.0
clean_8CSR,pdb,123,29.24,0.93,258.174,146.468,272.836,78.0
clean_6OS2,pdb,11,8.97,0.48,-14.19,-28.425,-24.753,27.0
clean_3NNW,pdb,9,10.11,0.544,15.295,15.961,21.98,38.0
clean_3TV6,pdb,10,26.34,0.913,14.358,-27.024,-2.948,58.0
clean_1OVL,pdb,29,16.35,0.777,4.708,1.19,0.058,54.0
clean_7PAC,pdb,2,45.16,0.973,-19.192,0.394,-12.309,65.0
clean_3LRA,pdb,2,33.17,0.946,59.612,6.814,43.435,92.0
clean_7ER8,pdb,8,27.24,0.919,-34.75,-13.811,5.606,80.0
clean_3F2N,pdb,4,29.42,0.931,-8.951,11.282,-9.957,84.0
clean_7K2J,pdb,12,8.15,0.434,7.226,-4.546,36.594,34.0
clean_5DSE,pdb,41,11.08,0.594,88.301,96.608,72.497,38.0
clean_6N6I,pdb,5,26.13,0.911,-4.69,16.268,11.701,58.0
clean_1VFQ,pdb,0,,,,,,
clean_3JZP,pdb,0,,,,,,
clean_2ZKJ,pdb,11,18.29,0.819,12.551,9.054,12.772,80.0
clean_8P72,pdb,14,37.47,0.958,131.362,133.984,137.668,84.0
clean_6KPF,pdb,18,52.56,0.982,109.73,109.764,126.18,69.0
clean_5DLS,pdb,4,8.17,0.435,5.457,-4.619,18.261,41.0
clean_2KIQ,pdb,1,6.31,0.316,-4.777,2.66,0.83,16.0
clean_3TCZ,pdb,2,9.38,0.504,4.407,42.759,11.175,30.0
clean_4MDR,pdb,0,,,,,,
clean_3Q25,pdb,6,40.98,0.965,5.838,30.578,7.069,74.0
clean_8U7X,pdb,20,17.36,0.801,19.422,7.26,27.158,75.0
clean_5HOU,pdb,10,5.82,0.284,-15.826,6.054,-1.802,25.0
clean_6SK3,pdb,13,49.77,0.98,-8.298,-35.648,-21.91,74.0
clean_2WWY,pdb,8,8.32,0.443,21.725,-9.625,13.843,38.0
clean_3LGP,pdb,5,11.72,0.623,50.415,35.257,39.53,45.0
clean_7B9H,pdb,8,49.65,0.979,1.712,1.664,32.151,69.0
clean_3ELA,pdb,12,12.04,0.636,35.116,-6.791,38.2,36.0
clean_5VV3,pdb,9,140.76,0.999,117.528,251.445,343.235,296.0
clean_3ZTD,pdb,17,7.4,0.388,-54.967,-32.615,-1.381,34.0
clean_6TNQ,pdb,5,6.33,0.318,-12.337,9.801,-24.325,21.0
clean_8RQC,pdb,12,5.3,0.249,18.804,2.742,12.341,31.0
clean_7W57,pdb,21,46.9,0.975,97.298,78.362,96.139,101.0
clean_3IOP,pdb,4,15.55,0.756,-34.956,-27.666,4.122,50.0
clean_7UIS,pdb,4,7.13,0.371,43.512,-12.847,49.343,37.0
clean_4ERO,pdb,6,23.0,0.885,-15.593,13.159,-8.65,57.0
clean_3A1J,pdb,15,18.13,0.816,-0.141,79.534,14.26,22.0
clean_4DGP,pdb,4,4.69,0.205,6.678,11.726,0.687,24.0
clean_3KMD,pdb,9,8.17,0.435,-21.487,10.474,-12.099,41.0
clean_8C7D,pdb,1,1.34,0.015,4.418,0.16,-8.57,9.0
clean_5Q1N,pdb,7,30.64,0.935,6.511,16.015,30.003,60.0
clean_5CX3,pdb,8,16.0,0.767,26.656,7.915,60.516,63.0
clean_4NXV,pdb,34,10.73,0.576,-1.418,11.273,-44.157,44.0
clean_1S5O,pdb,9,49.9,0.98,43.642,26.277,9.507,95.0
clean_5VZB,pdb,5,14.2,0.715,2.843,-1.878,-6.899,41.0
clean_7EV1,pdb,7,6.97,0.36,122.797,0.823,250.263,29.0
clean_5NZ9,pdb,0,,,,,,
clean_1T63,pdb,3,23.03,0.885,-27.159,32.131,4.404,34.0
clean_8VOH,pdb,1,1.23,0.012,-4.226,5.897,-2.732,12.0
clean_5Y4E,pdb,5,4.92,0.222,44.561,-35.368,96.948,28.0
clean_8JZX,pdb,17,49.3,0.979,128.467,133.159,111.31,86.0
clean_4D08,pdb,21,47.15,0.975,-27.95,-16.587,-20.936,63.0
clean_4FSE,pdb,25,23.06,0.886,31.541,18.177,77.029,62.0
clean_7KVK,pdb,16,28.63,0.926,-22.938,-25.5,51.377,49.0
clean_4BT9,pdb,10,8.82,0.472,87.988,7.247,19.476,37.0
clean_6F00,pdb,2,5.6,0.268,-5.026,-3.042,-29.867,23.0
clean_2V14,pdb,4,6.66,0.338,15.6,43.756,17.019,21.0
clean_6FGH,pdb,1,4.79,0.212,-33.811,38.629,-20.794,29.0
clean_4KAK,pdb,5,37.74,0.958,-17.394,-5.995,23.756,100.0
clean_8UDT,pdb,8,8.87,0.475,38.572,31.571,59.05,47.0
clean_5JK3,pdb,3,5.5,0.262,-11.689,-49.139,-15.672,28.0
clean_4GFU,pdb,4,8.76,0.469,13.576,-312.189,-0.168,26.0
clean_7E83,pdb,41,81.88,0.994,106.275,106.292,74.382,102.0
clean_4RRO,pdb,2,21.35,0.869,23.175,14.106,9.475,64.0
clean_2J20,pdb,8,3.61,0.135,122.409,78.646,33.291,32.0
clean_8BOL,pdb,7,43.56,0.97,21.435,45.506,42.467,71.0
clean_5Y49,pdb,5,27.5,0.921,10.874,-11.438,153.133,28.0
clean_7O0L,pdb,4,5.44,0.259,25.305,-24.327,-25.958,26.0
clean_8YN8,pdb,0,,,,,,
clean_4RD9,pdb,4,9.4,0.505,-14.176,11.407,-21.857,47.0
clean_2GL7,pdb,17,8.47,0.452,12.559,10.729,9.65,42.0
clean_2A5F,pdb,4,7.47,0.392,15.218,39.446,44.164,39.0
clean_3I0I,pdb,4,5.24,0.245,12.283,-22.652,-5.379,41.0
clean_8EWD,pdb,10,29.14,0.929,-15.409,-25.041,-7.483,52.0
clean_7MT1,pdb,4,13.2,0.677,5.359,-6.402,17.339,47.0
clean_2FUE,pdb,1,18.73,0.828,27.9,20.0,89.852,60.0
clean_2XZT,pdb,7,20.19,0.851,23.061,-38.359,-9.182,61.0
clean_3S4Q,pdb,5,5.89,0.288,2.196,-3.415,20.09,43.0
clean_8XZH,pdb,18,39.15,0.961,83.61,71.125,80.397,111.0
clean_3IW7,pdb,7,14.09,0.711,-7.124,-4.313,-3.635,58.0
clean_7XYQ,pdb,0,,,,,,
clean_6SD9,pdb,3,14.91,0.738,-8.71,18.472,-31.276,42.0
clean_2OF0,pdb,5,14.92,0.739,68.416,51.616,9.867,39.0
clean_6CEN,pdb,6,11.85,0.628,27.682,27.919,46.272,64.0
clean_3R5M,pdb,6,36.9,0.956,35.529,34.681,10.052,44.0
clean_2YIS,pdb,6,12.44,0.651,-2.37,-1.047,21.544,42.0
clean_2XJY,pdb,0,,,,,,
clean_8YWQ,pdb,2,8.44,0.45,-10.535,-26.371,52.666,28.0
clean_3HAB,pdb,36,16.51,0.78,-3.753,63.702,37.132,29.0
clean_7BDX,pdb,23,15.54,0.756,48.906,92.177,72.043,20.0
clean_6USC,pdb,9,11.01,0.591,-0.584,36.383,-15.39,26.0
clean_7Y49,pdb,12,4.12,0.167,175.109,165.125,134.06,23.0
clean_7UKC,pdb,43,18.27,0.819,133.832,150.693,154.542,49.0
clean_7XYT,pdb,25,18.43,0.822,13.58,33.439,7.633,67.0
clean_7D3F,pdb,99,44.63,0.972,71.599,97.255,115.454,84.0
clean_3KME,pdb,6,11.58,0.617,49.393,35.355,40.552,41.0
clean_5QGT,pdb,1,7.67,0.405,37.831,-44.798,77.349,28.0
clean_1OZO,pdb,5,4.09,0.165,55.597,40.832,30.203,20.0
clean_8PQH,pdb,3,9.52,0.512,7.079,-0.288,9.919,35.0
clean_5JDR,pdb,4,4.65,0.202,23.153,15.528,12.306,27.0
clean_8QRO,pdb,40,59.72,0.987,100.284,100.367,108.026,86.0
clean_5ELR,pdb,0,,,,,,
clean_6G5J,pdb,6,11.84,0.627,-0.219,-1.19,1.415,37.0
clean_8VKP,pdb,11,20.9,0.863,220.486,171.445,255.616,81.0
clean_8CSV,pdb,3,3.48,0.127,49.416,42.74,67.966,29.0
clean_5TYX,pdb,2,14.13,0.712,1.517,-1.639,-7.761,48.0
clean_8CT2,pdb,25,27.98,0.923,64.203,47.372,66.942,31.0
clean_2OMT,pdb,7,15.1,0.745,25.297,28.286,85.443,36.0
clean_5RZX,pdb,5,12.27,0.645,5.073,-1.238,-18.246,48.0
clean_4FJZ,pdb,18,30.49,0.934,24.331,-1.425,32.832,93.0
clean_3W6N,pdb,10,35.16,0.952,-7.729,25.421,-21.963,99.0
clean_5KHW,pdb,9,7.33,0.383,45.283,12.377,34.001,38.0
clean_8WWK,pdb,21,60.75,0.988,129.415,147.01,111.628,108.0
clean_7QUE,pdb,8,8.49,0.453,-15.517,2.124,29.356,53.0
clean_5PYV,pdb,6,7.22,0.376,21.787,19.986,22.51,37.0
clean_3OJ2,pdb,9,6.57,0.332,8.717,2.164,9.092,27.0
clean_6Y9R,pdb,4,9.86,0.53,-11.715,-17.23,-1.679,33.0
clean_4Z8E,pdb,0,,,,,,
clean_4TVJ,pdb,14,36.47,0.956,29.842,-29.526,13.308,100.0
clean_6M9T,pdb,6,21.3,0.868,129.762,-7.76,155.316,57.0
clean_4CAI,pdb,8,4.27,0.176,-23.87,-22.728,-8.285,22.0
clean_2ON9,pdb,0,,,,,,
clean_8RKR,pdb,0,,,,,,
clean_2NZ8,pdb,8,7.64,0.404,40.338,46.578,-0.321,30.0
clean_8FGH,pdb,24,81.62,0.994,-12.639,28.102,-36.827,175.0
clean_5E80,pdb,2,43.36,0.97,-1.001,-4.632,-3.869,69.0
clean_7ZT8,pdb,10,47.55,0.976,-2.139,-9.335,15.962,77.0
clean_5E8F,pdb,3,40.38,0.964,-2.397,-16.011,6.779,74.0
clean_3OY8,pdb,4,6.69,0.34,20.66,6.898,18.521,31.0
clean_3BHX,pdb,8,44.24,0.971,19.686,45.743,43.754,63.0
clean_5JBT,pdb,4,4.1,0.165,37.098,77.981,14.168,31.0
clean_5E6M,pdb,19,15.3,0.751,433.826,165.7,30.072,56.0
clean_6V7D,pdb,22,42.77,0.969,-28.943,55.318,8.404,135.0
clean_1XOX,pdb,10,10.5,0.565,-29.67,-31.692,-59.967,30.0
clean_8U4Q,pdb,17,56.41,0.985,149.77,148.703,131.393,191.0
clean_2VA5,pdb,4,12.55,0.654,68.148,49.842,8.086,52.0
clean_6YGN,pdb,11,6.84,0.351,76.191,7.833,24.202,38.0
clean_3AQF,pdb,5,3.21,0.111,18.853,28.977,36.441,19.0
clean_5W8J,pdb,31,65.54,0.99,19.406,11.79,34.035,113.0
clean_3ZGF,pdb,10,29.94,0.933,12.412,-31.878,-20.342,73.0
clean_3BZE,pdb,23,25.2,0.905,6.223,35.032,76.245,77.0
clean_3A8X,pdb,14,17.52,0.803,18.642,0.103,-37.242,47.0
clean_6VRN,pdb,10,18.85,0.831,-4.959,13.309,-48.841,63.0
clean_8F7P,pdb,11,23.17,0.887,2.022,5.808,20.599,78.0
clean_2ETM,pdb,6,16.41,0.778,-11.428,9.435,31.627,42.0
clean_7B34,pdb,1,12.14,0.64,-32.071,-3.247,15.494,52.0
clean_3K27,pdb,6,34.34,0.95,-0.619,23.65,-13.727,54.0
clean_2E5C,pdb,8,74.42,0.992,7.465,-8.107,37.418,127.0
clean_1PE3,pdb,7,3.79,0.146,-2.146,5.082,-9.323,16.0
clean_6FBQ,pdb,0,,,,,,
clean_8DSI,pdb,9,76.86,0.993,11.903,8.488,6.158,139.0
clean_4ZWB,pdb,7,33.23,0.946,105.642,14.366,62.655,79.0
clean_2ZMF,pdb,10,16.86,0.789,7.739,25.038,48.971,33.0
clean_2UZC,pdb,4,5.94,0.292,6.965,-4.113,30.129,24.0
clean_7N1O,pdb,1,1.17,0.009,19.09,25.188,9.316,16.0
clean_9FOF,pdb,14,22.37,0.88,131.413,129.272,108.064,61.0
clean_8OQI,pdb,6,20.57,0.858,144.589,130.165,138.274,47.0
clean_6PXP,pdb,9,6.0,0.295,1.239,-5.934,23.45,26.0
clean_6HXF,pdb,19,14.9,0.738,-52.208,-26.301,-34.401,60.0
clean_4MXO,pdb,4,12.1,0.639,8.217,-4.21,30.502,38.0
clean_1VF6,pdb,2,1.95,0.04,16.634,7.505,17.128,11.0
clean_5ZOP,pdb,2,2.79,0.086,-56.281,12.14,-4.176,9.0
clean_8RPS,pdb,6,15.88,0.764,-40.305,2.692,63.87,45.0
clean_2X19,pdb,21,15.95,0.766,-37.507,12.316,3.21,49.0
clean_7SZL,pdb,1,3.65,0.137,-4.94,-11.929,-9.363,21.0
clean_8QHL,pdb,24,38.81,0.961,3.144,23.237,17.251,84.0
clean_5SHB,pdb,13,42.7,0.968,31.318,5.122,-14.862,74.0
clean_8VGT,pdb,11,13.98,0.706,137.69,124.988,145.525,44.0
clean_2JN5,pdb,0,,,,,,
clean_4D89,pdb,5,20.08,0.849,29.044,71.537,17.755,65.0
clean_9FNB,pdb,13,23.05,0.886,160.771,117.081,180.571,61.0
clean_3SJT,pdb,8,24.77,0.901,22.505,-16.162,7.919,33.0
clean_3Q3J,pdb,2,8.47,0.452,9.994,30.627,15.096,56.0
clean_5IAG,pdb,1,1.12,0.008,-6.098,-11.987,-3.259,15.0
clean_2YDK,pdb,4,9.34,0.501,3.752,73.572,10.037,35.0
clean_5L9Y,pdb,5,13.09,0.673,-13.831,5.63,20.042,57.0
clean_4HZT,pdb,3,15.94,0.766,14.823,-14.819,8.7,56.0
clean_5PXJ,pdb,6,7.31,0.382,21.951,19.431,22.493,31.0
clean_8ZQQ,pdb,11,19.6,0.842,122.153,140.579,144.084,70.0
clean_8OL2,pdb,3,1.88,0.037,149.519,124.675,122.559,13.0
clean_2HRN,pdb,6,2.38,0.063,6.069,-2.074,-5.866,13.0
clean_3GCX,pdb,7,2.33,0.06,29.382,1.153,-13.84,22.0
clean_7DXB,pdb,106,69.84,0.991,147.595,130.172,100.199,184.0
clean_5QSF,pdb,1,0.97,0.005,-7.74,-40.99,-3.625,15.0
clean_7OBS,pdb,4,13.83,0.701,21.154,16.237,7.209,64.0
clean_8UW1,pdb,12,4.86,0.217,134.518,123.996,124.635,25.0
clean_5R65,pdb,4,4.58,0.197,17.236,-11.318,-10.336,31.0
clean_5QQF,pdb,2,8.59,0.459,2.526,13.569,27.673,38.0
clean_4QJR,pdb,2,29.73,0.932,-21.748,37.062,-9.462,75.0
clean_4TND,pdb,10,13.98,0.706,22.56,-22.788,24.035,53.0
clean_4X3E,pdb,4,32.9,0.945,2.586,1.019,-18.093,61.0
clean_6JQR,pdb,3,8.02,0.427,-28.407,-3.981,-29.034,37.0
clean_2OHM,pdb,4,13.8,0.7,67.46,49.982,8.753,54.0
clean_7C44,pdb,1,3.64,0.136,14.336,-13.459,-2.003,18.0
clean_3HON,pdb,0,,,,,,
clean_5M9T,pdb,2,4.93,0.222,-6.879,55.617,30.608,36.0
clean_3L3X,pdb,3,25.9,0.909,1.669,32.089,5.166,39.0
clean_4TWE,pdb,17,37.39,0.958,73.906,19.718,55.972,86.0
clean_2LHL,pdb,7,18.95,0.832,146.009,0.147,13.384,48.0
clean_4N0M,pdb,1,6.16,0.306,37.582,-13.85,25.17,27.0
clean_4FTM,pdb,3,6.18,0.308,14.202,-4.266,10.925,35.0
clean_7BMI,pdb,4,15.27,0.75,58.096,17.394,15.22,19.0
clean_4QIK,pdb,15,8.04,0.428,-59.081,13.1,-20.579,42.0
clean_3HIH,pdb,12,9.73,0.523,-0.271,-3.695,36.359,37.0
clean_1S6O,pdb,0,,,,,,
clean_8XO1,pdb,0,,,,,,
clean_7PW8,pdb,89,38.35,0.959,160.784,124.475,188.911,119.0
clean_5JNC,pdb,21,25.81,0.909,4.075,-20.066,19.128,33.0
clean_2E0A,pdb,10,36.67,0.956,49.409,6.679,17.098,105.0
clean_7YNF,pdb,6,15.24,0.75,153.828,141.184,153.141,37.0
clean_5L9Z,pdb,5,16.34,0.777,-17.755,18.044,58.714,62.0
clean_3UO5,pdb,4,23.2,0.887,-13.206,-23.994,5.893,94.0
clean_4IQ6,pdb,9,12.34,0.647,30.558,-10.089,-27.342,46.0
clean_5HZN,pdb,61,18.62,0.826,20.439,35.876,12.774,72.0
clean_1AKJ,pdb,13,40.22,0.964,24.71,39.133,43.357,118.0
clean_3FMM,pdb,6,12.24,0.644,21.189,10.816,30.677,49.0
clean_1VSC,pdb,4,19.75,0.844,21.684,17.847,17.621,37.0
clean_5SGS,pdb,14,39.46,0.962,25.197,-43.488,-14.344,64.0
clean_1JDX,pdb,2,12.61,0.656,46.619,71.766,16.573,28.0
clean_2WF2,pdb,4,16.76,0.787,29.052,2.345,33.938,47.0
clean_1I92,pdb,1,1.92,0.039,36.386,15.827,-5.858,19.0
clean_5FM9,pdb,0,,,,,,
clean_7B7N,pdb,10,3.57,0.133,9.4,125.325,72.005,20.0
clean_7KLL,pdb,22,38.33,0.959,-28.79,55.16,8.301,129.0
clean_3VFD,pdb,4,10.79,0.579,-13.202,15.651,-5.805,26.0
clean_1Z0Q,pdb,0,,,,,,
clean_8E1A,pdb,4,30.26,0.934,27.194,2.291,4.313,39.0
clean_3ML8,pdb,15,28.99,0.929,43.374,-0.813,19.88,89.0
clean_2RAW,pdb,1,2.21,0.054,24.838,5.256,21.399,11.0
clean_6G3O,pdb,8,10.58,0.569,-43.077,-0.427,35.894,29.0
clean_3UVD,pdb,1,3.63,0.136,8.233,15.964,43.392,21.0
clean_1AGN,pdb,32,65.63,0.99,18.931,6.476,59.496,110.0
clean_8S0T,pdb,9,22.03,0.876,91.476,108.864,96.196,66.0
clean_8XQO,pdb,18,43.52,0.97,140.683,145.962,145.186,81.0
clean_3ZD6,pdb,8,2.82,0.088,-11.342,-8.191,-43.623,17.0
clean_6FF8,pdb,8,13.18,0.677,1.923,-9.397,13.136,53.0
clean_1J42,pdb,1,2.16,0.051,118.866,-24.918,-36.964,20.0
clean_1X78,pdb,8,21.94,0.875,29.139,36.467,38.346,34.0
clean_3Q01,pdb,12,4.17,0.169,36.236,12.631,87.219,27.0
clean_5VCG,pdb,4,39.48,0.962,-15.99,-25.481,-10.045,71.0
clean_5WHK,pdb,10,18.43,0.822,0.379,1.228,-3.42,75.0
clean_6TL7,pdb,9,4.41,0.186,-4.483,-30.387,-22.307,16.0
clean_2VAJ,pdb,2,4.35,0.182,6.106,-0.604,37.668,19.0
clean_4LKQ,pdb,8,47.99,0.977,7.258,10.028,43.339,63.0
clean_6JOL,pdb,6,15.45,0.753,-38.819,161.513,-2.352,45.0
clean_7BYL,pdb,55,40.07,0.963,167.476,191.967,149.64,140.0
clean_4AY2,pdb,7,4.54,0.195,-9.318,2.46,-14.521,25.0
clean_4HFG,pdb,3,5.3,0.249,10.517,45.724,12.0,26.0
clean_4CLP,pdb,8,35.21,0.952,-35.18,0.456,-0.587,78.0
clean_5N65,pdb,5,9.5,0.511,-7.089,-4.686,-3.227,56.0
clean_4K77,pdb,7,11.57,0.616,14.939,4.024,0.479,44.0
clean_6AGW,pdb,0,,,,,,
clean_5MGT,pdb,11,18.51,0.824,10.39,-8.27,-46.944,73.0
clean_7NIX,pdb,2,7.75,0.41,2.171,41.694,-1.49,25.0
clean_6UV0,pdb,10,6.29,0.316,25.18,-16.52,-36.133,40.0
clean_4MWO,pdb,2,27.67,0.922,-24.242,2.916,-25.363,64.0
clean_6BQL,pdb,3,20.9,0.863,14.154,25.506,51.099,60.0
clean_1X71,pdb,8,12.14,0.64,28.925,75.181,63.218,40.0
clean_5U5L,pdb,9,41.12,0.965,12.831,3.451,156.509,98.0
clean_2RK3,pdb,1,5.02,0.228,-37.901,13.898,24.958,23.0
clean_3N1M,pdb,1,22.05,0.877,15.961,-22.383,6.7,48.0
clean_5RAQ,pdb,11,21.35,0.869,-15.084,79.644,120.157,40.0
clean_3OMO,pdb,8,20.54,0.857,-1.274,12.477,-12.818,31.0
clean_8SVR,pdb,5,52.54,0.982,51.728,35.407,12.049,70.0
clean_8CK3,pdb,1,21.82,0.874,12.091,0.115,10.285,32.0
clean_6BFX,pdb,12,15.54,0.756,23.049,56.367,89.052,56.0
clean_8E0C,pdb,3,2.95,0.095,174.995,46.47,87.514,21.0
clean_4HLE,pdb,11,24.56,0.899,13.63,-0.025,139.559,83.0
clean_5ORP,pdb,5,16.41,0.778,-11.71,25.778,-7.229,82.0
clean_7FWI,pdb,8,36.56,0.956,4.3,2.801,46.968,57.0
clean_8HZ2,pdb,2,1.64,0.027,-17.111,46.45,-7.579,13.0
clean_7TNG,pdb,0,,,,,,
clean_4UF1,pdb,3,2.6,0.075,-20.672,-9.349,-13.466,18.0
clean_3UB3,pdb,3,4.09,0.165,-26.591,-19.669,-12.992,20.0
clean_7RAN,pdb,23,30.94,0.937,154.582,154.427,131.732,75.0
clean_7QKL,pdb,4,21.46,0.87,157.049,132.753,173.265,58.0
clean_3L4T,pdb,18,20.39,0.854,44.435,90.859,34.141,34.0
clean_4AZY,pdb,3,27.7,0.922,5.535,3.656,-20.752,57.0
clean_7ORH,pdb,3,19.33,0.838,20.386,16.332,6.892,44.0
clean_5Q4U,pdb,7,25.65,0.908,6.401,74.496,143.122,56.0
clean_6VC2,pdb,2,36.74,0.956,11.36,-2.525,12.725,65.0
clean_2RJL,pdb,1,1.74,0.031,36.954,-27.236,-27.542,15.0
clean_7X9C,pdb,11,44.17,0.971,100.015,155.852,126.915,105.0
clean_8U7C,pdb,2,5.88,0.287,8.827,33.613,31.664,38.0
clean_2FB8,pdb,9,27.4,0.92,-39.903,26.029,-1.222,48.0
clean_8FP1,pdb,5,22.78,0.883,-17.949,-3.682,12.101,54.0
clean_2ZDX,pdb,14,11.19,0.6,-39.551,18.343,21.766,50.0
clean_7WUZ,pdb,3,16.55,0.781,-23.99,3.81,28.88,48.0
clean_6R3S,pdb,9,14.04,0.709,5.911,59.362,53.874,48.0
clean_7AXK,pdb,3,48.46,0.978,9.546,76.485,-1.44,69.0
clean_4ACD,pdb,9,29.09,0.929,15.409,-11.028,13.385,99.0
clean_3SBW,pdb,2,1.51,0.022,-15.836,1.555,-1.792,17.0
clean_4NRM,pdb,2,28.1,0.923,12.222,21.435,16.866,44.0
clean_6DBN,pdb,4,5.56,0.266,12.519,15.268,-13.78,28.0
clean_5T2Q,pdb,1,0.84,0.003,33.008,-14.032,8.876,12.0
clean_5VWK,pdb,8,36.44,0.956,-0.523,-13.787,-30.906,144.0
clean_8IA5,pdb,1,13.89,0.703,12.348,-14.537,-3.357,36.0
clean_8K9K,pdb,16,40.18,0.963,113.221,119.347,155.102,104.0
clean_6WOB,pdb,3,15.67,0.759,12.627,2.787,13.334,41.0
clean_4RS6,pdb,8,9.66,0.519,-15.37,-44.389,-11.578,38.0
clean_8WPN,pdb,78,36.35,0.955,141.795,155.739,187.056,126.0
clean_5OTX,pdb,4,6.75,0.344,48.449,11.032,14.671,41.0
clean_5V1B,pdb,2,23.24,0.887,14.139,23.527,-1.467,49.0
clean_5A4L,pdb,27,44.46,0.972,24.739,-15.547,-48.015,127.0
clean_7RTK,pdb,7,17.94,0.811,29.602,86.52,65.009,70.0
clean_6SK2,pdb,14,37.35,0.958,23.892,32.784,73.18,136.0
clean_8XL1,pdb,34,20.92,0.864,175.513,175.071,147.955,57.0
